yymmdd,qty,rhm_avg,gsr_sum,discount,cust_grp_cd,biz_cd,line_cd,brand_cd,브랜드,SP1
2021-04-11,73.82,44.64,24.98,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-04-18,25.74,64.0,16.69,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-04-25,31.96,48.56,20.33,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-05-02,59.82,69.89,12.49,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-05-09,110.52,65.87,16.53,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-05-16,29.09,55.76,20.83,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-05-23,34.24,75.5,11.99,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-05-30,22.28,69.71,18.39,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-06-06,46.4,72.35,18.67,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-06-13,24.46,70.97,15.9,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-06-20,57.33,72.99,15.28,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-06-27,32.73,68.84,21.36,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-07-04,52.79,75.54,14.36,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-07-11,49.25,78.15,14.48,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-07-18,94.41,71.89,21.32,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-07-25,31.69,70.48,18.66,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-08-01,42.73,65.38,17.27,0.27,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-08-08,64.65,72.52,16.64,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-08-15,99.01,65.46,18.58,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-08-22,40.88,63.22,18.6,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-08-29,58.91,88.15,5.06,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-09-05,99.96,73.94,13.29,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-09-12,50.86,79.46,13.37,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-09-19,58.89,62.17,20.0,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-09-26,13.05,67.42,18.21,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-10-03,21.62,77.38,13.13,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-10-10,118.43663188820753,86.68,4.54,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-10-17,35.73,72.51,10.71,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-10-24,13.34,64.43,12.65,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-10-31,89.27,61.18,14.39,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-11-07,52.49,75.14,11.1,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-11-14,36.15,71.78,6.83,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-11-21,51.85,70.83,9.11,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-11-28,16.38,60.4,8.38,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-12-05,95.92,62.6,8.15,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-12-12,41.97,69.11,8.01,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-12-19,52.83,63.67,8.02,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2021-12-26,43.0,63.82,6.79,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-01-02,17.25,63.15,6.41,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-01-09,56.32,50.28,9.82,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-01-16,33.04,51.12,11.12,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-01-23,29.68,59.41,8.75,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-01-30,49.35,60.82,9.2,0.25,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-02-06,13.0,53.19,13.17,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-02-13,56.11,55.02,12.8,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-02-20,27.57,54.13,12.54,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-02-27,102.0,52.53,16.05,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-03-06,31.78,57.47,15.01,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-03-13,34.68,51.71,15.57,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-03-20,53.54,69.76,11.69,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-03-27,53.31,58.89,12.34,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-04-03,74.21,54.27,19.7,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-04-10,80.19,47.0,23.29,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-04-17,82.21,62.37,18.27,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-04-24,40.85,52.96,19.86,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-05-01,99.72,57.21,20.14,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-05-08,77.49,53.46,26.62,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-05-15,57.49,48.12,26.29,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-05-22,98.22,56.46,22.72,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-05-29,67.69,61.88,27.22,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-06-05,60.42,63.86,24.0,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-06-12,72.02,65.38,15.59,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-06-19,49.92,75.31,14.6,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-06-26,71.65,80.85,15.21,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-07-03,65.18,0.0,0.0,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-07-10,87.5,0.0,0.0,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-07-17,104.32,0.0,0.0,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-07-24,48.92,75.3,20.55,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-07-31,84.24,69.61,22.73,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-08-07,71.14,83.55,14.19,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-08-14,93.27,90.57,5.66,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-08-21,99.14,79.82,11.1,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-08-28,66.05,74.13,14.83,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-09-04,47.14,73.92,16.52,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-09-11,62.27,74.98,18.88,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-09-18,79.23,0.0,0.0,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-09-25,58.44,60.91,19.1,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-10-02,46.25,65.14,17.62,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-10-09,75.22,76.32,11.22,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-10-16,76.56,70.06,17.11,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-10-23,118.43663188820753,58.69,17.46,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-10-30,82.59,0.0,0.0,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-11-06,52.91,59.85,10.84,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-11-13,80.85,0.0,0.0,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-11-20,88.31,71.51,10.25,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-11-27,80.76,66.33,8.61,0.23,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-12-04,74.03,0.0,0.0,0.24,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-12-11,81.5,0.0,0.0,0.26,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-12-18,118.43663188820753,65.44,6.96,0.3,1095,P1,P102,P102047,젤리셔스,종로영업소
2022-12-25,73.16,0.0,0.0,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-01-01,57.89,63.01,10.09,0.31,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-01-08,104.0,54.8,9.94,0.29,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-01-15,118.43663188820753,0.0,0.0,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-01-22,116.28,0.0,0.0,0.29,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-01-29,36.56,62.22,10.48,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-02-05,77.6,55.98,12.1,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-02-12,70.19,0.0,0.0,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-02-19,63.97,58.95,10.99,0.28,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-02-26,88.77,0.0,0.0,0.22,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-03-05,118.43663188820753,50.0,17.02,0.22,1095,P1,P102,P102047,젤리셔스,종로영업소
2023-03-12,118.43663188820753,0.0,0.0,0.22,1095,P1,P102,P102047,젤리셔스,종로영업소
2020-03-22,47.24,47.14,18.11,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-03-29,53.86,43.84,18.27,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2020-04-05,51.56,40.39,20.88,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-04-12,63.4,47.15,21.8,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2020-04-19,50.75,49.29,19.91,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2020-04-26,56.35,55.0,18.79,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2020-05-03,54.45,56.05,23.49,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-05-10,68.14,44.63,25.29,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2020-05-17,48.3,56.77,17.72,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2020-05-24,80.65,65.4,17.98,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-05-31,74.51,73.98,21.95,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-06-07,60.18,73.88,20.62,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2020-06-14,115.51,62.69,23.71,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-06-21,29.55,61.52,19.89,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2020-06-28,89.35,76.15,10.26,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2020-07-05,17.09,73.54,16.88,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2020-07-12,35.39,69.69,19.98,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-07-19,94.45,76.42,18.39,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-07-26,23.88,84.36,6.65,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-08-02,117.56,87.35,8.56,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-08-09,-23.049795622738884,89.96,6.41,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-08-16,84.0,87.59,10.97,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2020-08-23,108.35,77.93,17.12,0.4,1095,P1,P105,P105006,빈츠,종로영업소
2020-08-30,58.45,76.85,15.09,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2020-09-06,109.6,75.94,12.38,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-09-13,117.85,78.2,13.93,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2020-09-20,93.16,76.46,10.23,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2020-09-27,107.65,58.01,19.02,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2020-10-04,17.2,66.64,17.51,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2020-10-11,61.09,55.08,18.79,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-10-18,76.76,55.97,10.4,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2020-10-25,86.7,62.61,13.64,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-11-01,36.02,56.63,13.79,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2020-11-08,142.62,54.3,12.39,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2020-11-15,159.5,58.82,11.27,0.4,1095,P1,P105,P105006,빈츠,종로영업소
2020-11-22,80.72,78.65,3.96,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2020-11-29,56.62,62.04,9.13,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-12-06,144.62,48.1,10.31,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-12-13,67.2,62.56,8.12,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2020-12-20,180.59,47.43,11.0,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2020-12-27,32.39,67.34,8.07,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-01-03,85.71,63.73,7.49,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2021-01-10,161.39,50.89,8.56,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2021-01-17,123.85,68.73,5.76,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2021-01-24,149.18,51.76,8.37,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2021-01-31,100.89,58.85,8.9,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2021-02-07,138.44,62.83,10.73,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2021-02-14,65.03,60.83,11.12,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2021-02-21,68.54,56.37,13.48,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2021-02-28,127.27,36.4,14.78,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-03-07,183.92,72.61,13.11,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2021-03-14,245.39,57.95,15.98,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2021-03-21,112.59,51.87,18.25,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-03-28,210.04,60.68,20.34,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-04-04,213.85,43.95,19.71,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2021-04-11,224.78,44.66,24.87,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-04-18,262.90607767402093,64.45,17.14,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-04-25,196.32,48.43,19.34,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-05-02,124.22,64.63,14.83,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-05-09,28.75,56.22,21.5,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-05-16,157.65,57.94,17.92,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-05-23,161.84,81.06,8.28,0.39,1095,P1,P105,P105006,빈츠,종로영업소
2021-05-30,106.19,67.59,17.83,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-06-06,116.89,71.93,18.79,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-06-13,103.26,70.53,15.36,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-06-20,94.0,73.85,14.25,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2021-06-27,90.75,69.3,21.27,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2021-07-04,96.25,73.65,15.93,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2021-07-11,119.57,77.66,14.99,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2021-07-18,245.55,72.07,20.86,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2021-07-25,131.5,70.38,18.72,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-08-01,65.9,64.18,18.85,0.38,1095,P1,P105,P105006,빈츠,종로영업소
2021-08-08,109.75,73.15,16.1,0.36,1095,P1,P105,P105006,빈츠,종로영업소
2021-08-15,92.08,66.22,18.25,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-08-22,132.86,63.72,18.73,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-08-29,135.0,86.58,5.82,0.37,1095,P1,P105,P105006,빈츠,종로영업소
2021-09-05,262.90607767402093,69.73,16.12,0.35,1095,P1,P105,P105006,빈츠,종로영업소
2021-09-12,102.39,83.16,11.91,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-09-19,135.88,61.98,20.13,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2021-09-26,131.79,67.41,18.19,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2021-10-03,89.86,78.88,12.18,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2021-10-10,112.0,86.22,4.1,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-10-17,161.19,71.73,11.86,0.33,1095,P1,P105,P105006,빈츠,종로영업소
2021-10-24,146.15,64.54,13.7,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-10-31,230.41,60.37,14.2,0.34,1095,P1,P105,P105006,빈츠,종로영업소
2021-11-07,262.90607767402093,73.78,11.67,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2021-11-14,89.11,70.41,7.82,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2021-11-21,262.90607767402093,71.32,8.73,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2021-11-28,68.15,59.91,8.62,0.3,1095,P1,P105,P105006,빈츠,종로영업소
2021-12-05,86.66,61.27,8.63,0.3,1095,P1,P105,P105006,빈츠,종로영업소
2021-12-12,144.14,69.69,7.63,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2021-12-19,80.51,63.94,7.87,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2021-12-26,100.55,61.2,7.58,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2022-01-02,73.12,62.71,6.52,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2022-01-09,221.04,50.84,9.98,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2022-01-16,68.39,51.63,11.13,0.3,1095,P1,P105,P105006,빈츠,종로영업소
2022-01-23,262.90607767402093,60.57,8.31,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2022-01-30,110.92,61.8,8.91,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2022-02-06,96.5,53.2,13.16,0.32,1095,P1,P105,P105006,빈츠,종로영업소
2022-02-13,262.90607767402093,54.9,13.05,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-02-20,64.21,51.98,13.3,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-02-27,82.05,51.9,15.17,0.31,1095,P1,P105,P105006,빈츠,종로영업소
2022-03-06,184.82,57.56,15.12,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-03-13,74.21,53.55,15.69,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-03-20,144.2,70.71,11.03,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-03-27,262.90607767402093,57.28,12.73,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-04-03,260.95,54.29,19.98,0.3,1095,P1,P105,P105006,빈츠,종로영업소
2022-04-10,194.57,47.54,23.25,0.3,1095,P1,P105,P105006,빈츠,종로영업소
2022-04-17,143.46,61.6,16.31,0.29,1095,P1,P105,P105006,빈츠,종로영업소
2022-04-24,46.67,53.65,20.71,0.16,1095,P1,P105,P105006,빈츠,종로영업소
2022-05-01,65.71,56.59,19.62,0.16,1095,P1,P105,P105006,빈츠,종로영업소
2022-05-08,85.28,53.8,26.66,0.15,1095,P1,P105,P105006,빈츠,종로영업소
2022-05-15,63.86,48.02,25.78,0.14,1095,P1,P105,P105006,빈츠,종로영업소
2022-05-22,64.56,56.69,23.53,0.15,1095,P1,P105,P105006,빈츠,종로영업소
2022-05-29,56.78,62.43,26.63,0.15,1095,P1,P105,P105006,빈츠,종로영업소
2022-06-05,34.2,60.87,26.7,0.14,1095,P1,P105,P105006,빈츠,종로영업소
2022-06-12,62.52,66.69,15.07,0.15,1095,P1,P105,P105006,빈츠,종로영업소
2022-06-19,89.35,76.57,14.85,0.14,1095,P1,P105,P105006,빈츠,종로영업소
2022-06-26,67.69,80.11,14.45,0.15,1095,P1,P105,P105006,빈츠,종로영업소
2022-07-03,149.95,0.0,0.0,0.13,1095,P1,P105,P105006,빈츠,종로영업소
2022-07-10,83.97,0.0,0.0,0.11,1095,P1,P105,P105006,빈츠,종로영업소
2022-07-17,136.69,0.0,0.0,0.13,1095,P1,P105,P105006,빈츠,종로영업소
2022-07-24,83.17,75.6,19.83,0.13,1095,P1,P105,P105006,빈츠,종로영업소
2022-07-31,75.29,70.66,22.91,0.13,1095,P1,P105,P105006,빈츠,종로영업소
2022-08-07,95.01,84.64,12.71,0.2,1095,P1,P105,P105006,빈츠,종로영업소
2022-08-14,47.5,89.02,8.78,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-08-21,56.5,79.89,11.66,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-08-28,50.95,73.17,14.26,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-09-04,152.0,73.25,16.77,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-09-11,120.49,75.04,18.54,0.24,1095,P1,P105,P105006,빈츠,종로영업소
2022-09-18,74.36,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-09-25,96.3,61.85,18.76,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-10-02,56.56,66.23,17.45,0.27,1095,P1,P105,P105006,빈츠,종로영업소
2022-10-09,58.32,76.29,11.41,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-10-16,144.44,70.45,16.64,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-10-23,115.08,60.42,17.12,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-10-30,199.96,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-11-06,154.1,59.11,11.86,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-11-13,130.84,0.0,0.0,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-11-20,198.66,71.59,10.14,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2022-11-27,93.16,65.48,8.64,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-12-04,224.15,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-12-11,168.5,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-12-18,127.64,64.46,7.39,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2022-12-25,164.07,0.0,0.0,0.27,1095,P1,P105,P105006,빈츠,종로영업소
2023-01-01,76.62,62.4,10.2,0.27,1095,P1,P105,P105006,빈츠,종로영업소
2023-01-08,250.6,54.65,9.95,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-01-15,126.72,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-01-22,252.76,0.0,0.0,0.27,1095,P1,P105,P105006,빈츠,종로영업소
2023-01-29,111.43,60.21,10.84,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-02-05,262.90607767402093,55.49,12.55,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-02-12,118.55,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-02-19,64.79,59.2,11.08,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-02-26,143.53,0.0,0.0,0.26,1095,P1,P105,P105006,빈츠,종로영업소
2023-03-05,205.69,49.28,17.63,0.25,1095,P1,P105,P105006,빈츠,종로영업소
2023-03-12,193.18,0.0,0.0,0.27,1095,P1,P105,P105006,빈츠,종로영업소
2020-03-22,38.69,48.31,17.4,0.3,1095,P1,P107,P107004,쌀로별,종로영업소
2020-03-29,49.83,41.45,19.17,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-04-05,17.38,39.63,21.03,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-04-12,62.87,44.36,22.24,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-04-19,31.06,52.89,18.15,0.34,1095,P1,P107,P107004,쌀로별,종로영업소
2020-04-26,32.71,55.1,19.98,0.28,1095,P1,P107,P107004,쌀로별,종로영업소
2020-05-03,52.69,61.26,21.29,0.33,1095,P1,P107,P107004,쌀로별,종로영업소
2020-05-10,26.75,42.0,24.68,0.31,1095,P1,P107,P107004,쌀로별,종로영업소
2020-05-17,91.56,59.09,18.5,0.34,1095,P1,P107,P107004,쌀로별,종로영업소
2020-05-24,28.69,66.57,18.1,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-05-31,71.1,74.76,21.67,0.35,1095,P1,P107,P107004,쌀로별,종로영업소
2020-06-07,73.83,71.84,21.76,0.33,1095,P1,P107,P107004,쌀로별,종로영업소
2020-06-14,76.83,62.74,22.41,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-06-21,42.98,60.41,21.29,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-06-28,26.77,74.52,11.2,0.29,1095,P1,P107,P107004,쌀로별,종로영업소
2020-07-05,24.35,75.18,14.58,0.31,1095,P1,P107,P107004,쌀로별,종로영업소
2020-07-12,50.37,71.66,19.75,0.33,1095,P1,P107,P107004,쌀로별,종로영업소
2020-07-19,39.69,71.73,21.96,0.35,1095,P1,P107,P107004,쌀로별,종로영업소
2020-07-26,15.0,84.64,6.55,0.35,1095,P1,P107,P107004,쌀로별,종로영업소
2020-08-02,22.56,88.94,7.45,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-08-09,44.56,89.95,6.75,0.34,1095,P1,P107,P107004,쌀로별,종로영업소
2020-08-16,24.69,88.82,10.0,0.33,1095,P1,P107,P107004,쌀로별,종로영업소
2020-08-23,35.29,76.8,17.69,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-08-30,58.12,78.21,14.12,0.3,1095,P1,P107,P107004,쌀로별,종로영업소
2020-09-06,21.23,75.67,13.52,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-09-13,30.31,77.8,13.67,0.35,1095,P1,P107,P107004,쌀로별,종로영업소
2020-09-20,27.19,72.75,14.65,0.33,1095,P1,P107,P107004,쌀로별,종로영업소
2020-09-27,31.37,58.7,18.85,0.37,1095,P1,P107,P107004,쌀로별,종로영업소
2020-10-04,32.12,67.2,15.95,0.32,1095,P1,P107,P107004,쌀로별,종로영업소
2020-10-11,42.87,54.88,18.45,0.34,1095,P1,P107,P107004,쌀로별,종로영업소
2020-10-18,67.92,54.04,11.65,0.36,1095,P1,P107,P107004,쌀로별,종로영업소
2020-10-25,37.5,65.32,13.96,0.34,1095,P1,P107,P107004,쌀로별,종로영업소
2020-11-01,85.5,52.85,14.22,0.4,1095,P1,P107,P107004,쌀로별,종로영업소
