Date,Store,str_nm,Weekly_Sales,dc_stk_qty,dyoff_dy,holidy_cd,sale_dc_yn,event_yn,evt_dur_div,avg_tmpr_val,perf_evnt,ott_dest,lept,cult_facl,shop,lodg,food_bevg,hist_dest,natr_dest,rect_dest,local_visit,outsd_visit,forn_visit,local_outsd_visit,outsd_forn_visit,tot_visit,ride_pasgr_num,alight_pasgr_num,tot_pop,male_pop,female_pop,search_cnt,click_cnt,disa_subs_dur
2020-11-01,3,가락점,40,0,0,1,99,0,99_etc,14.0,427,628,58,109,1582,770,4394,11,338,682,345559,263042,195,608601,263238,608796,3894,3797,788329,387969,400360,44.11764,38,0
2020-11-01,4,개화산점,40,0,0,1,99,0,99_etc,13.2,119,2911,172,140,1560,569,2290,19,59,101,216454,185798,374,402252,186172,402626,2421,2352,829561,405279,424282,44.11764,38,0
2020-11-01,5,코엑스점,40,0,0,1,99,0,99_etc,13.7,425,1856,76,1567,215,2293,8409,119,102,179,330995,426447,485,757442,426932,757927,7327,7271,697292,332012,365280,44.11764,38,0
2020-11-15,1,G속초조양,40,0,0,1,99,0,99_etc,12.9,5,814,173,91,642,1329,3735,49,1308,153,61278,74802,16,136080,74818,136096,0,0,0,0,0,50.0,38,0
2020-11-15,2,G화곡점,40,0,0,1,99,0,99_etc,10.3,128,3083,163,128,1439,593,2401,34,96,111,219793,215982,372,435775,216353,436146,7547,7847,737047,341751,395296,50.0,38,0
2020-11-15,3,가락점,40,0,0,1,99,0,99_etc,12.1,424,493,77,210,1629,697,4150,27,630,628,351579,292103,288,643681,292391,643969,4378,4252,778118,384877,393241,50.0,38,0
2020-11-15,4,개화산점,40,0,0,1,99,0,99_etc,10.3,128,3083,163,128,1439,593,2401,34,96,111,219793,215982,372,435775,216353,436146,2633,2652,821750,400857,420893,50.0,38,0
2020-11-15,5,코엑스점,40,0,0,1,99,0,99_etc,10.5,332,1967,91,1321,209,2348,8456,171,170,126,337011,474842,535,811853,475376,812388,8211,8183,723383,345985,377398,50.0,38,0
2020-11-29,1,G속초조양,40,0,0,1,99,0,99_etc,2.4,0,492,92,50,432,807,2753,21,869,70,59178,55360,24,114537,55383,114561,0,0,0,0,0,58.82352,37,0
2020-11-29,2,G화곡점,40,0,0,1,99,0,99_etc,0.3,85,2254,134,53,1109,442,1626,32,88,87,201352,168164,363,369516,168527,369879,5365,5653,773241,362492,410749,58.82352,37,0
2020-11-29,3,가락점,40,0,0,1,99,0,99_etc,0.9,570,336,41,78,1443,647,3033,18,387,251,327943,227161,252,555104,227412,555355,3769,3658,790889,386119,404770,58.82352,37,0
2020-11-29,4,개화산점,40,0,0,1,99,0,99_etc,0.3,85,2254,134,53,1109,442,1626,32,88,87,201352,168164,363,369516,168527,369879,1955,2008,849286,413241,436045,58.82352,37,0
2020-11-29,5,코엑스점,40,0,0,1,99,0,99_etc,0.7,355,1320,55,748,188,1839,6330,88,95,58,308294,342230,610,650524,342840,651134,4810,4623,601274,294274,307000,58.82352,37,0
