yymmdd,qty,SP1,브랜드
2021-01-24,42.75,황금영업소,아몬드
2021-01-31,38.9375,황금영업소,아몬드
2021-02-07,72.3125,황금영업소,아몬드
2021-02-14,8.75,황금영업소,아몬드
2021-02-21,72.3125,황금영업소,아몬드
2021-02-28,28.63443946838379,황금영업소,아몬드
2021-03-07,26.875,황금영업소,아몬드
2021-03-14,54.40625,황금영업소,아몬드
2021-03-21,53.6875,황금영업소,아몬드
2021-03-28,46.3125,황금영업소,아몬드
2021-04-04,32.6875,황금영업소,아몬드
2021-04-11,43.46875,황금영업소,아몬드
2021-04-18,18.921875,황금영업소,아몬드
2021-04-25,29.34375,황금영업소,아몬드
2021-05-02,30.953125,황금영업소,아몬드
2021-05-09,35.78125,황금영업소,아몬드
2021-05-16,36.84375,황금영업소,아몬드
2021-05-23,35.0,황금영업소,아몬드
2021-05-30,29.09375,황금영업소,아몬드
2021-06-06,24.078125,황금영업소,아몬드
2021-06-13,41.03125,황금영업소,아몬드
2021-06-20,47.75,황금영업소,아몬드
2021-06-27,38.90625,황금영업소,아몬드
2021-07-04,21.453125,황금영업소,아몬드
2021-07-11,29.203125,황금영업소,아몬드
2021-07-18,19.296875,황금영업소,아몬드
2021-07-25,24.625,황금영업소,아몬드
2021-08-01,26.296875,황금영업소,아몬드
2021-08-08,30.21875,황금영업소,아몬드
2021-08-15,35.25,황금영업소,아몬드
2021-08-22,35.625,황금영업소,아몬드
2021-08-29,32.09375,황금영업소,아몬드
2021-09-05,41.625,황금영업소,아몬드
2021-09-12,28.78125,황금영업소,아몬드
2021-09-19,18.875,황금영업소,아몬드
2021-09-26,28.63443946838379,황금영업소,아몬드
2021-10-03,22.546875,황금영업소,아몬드
2021-10-10,72.3125,황금영업소,아몬드
2021-10-17,32.375,황금영업소,아몬드
2021-10-24,37.375,황금영업소,아몬드
2021-10-31,57.5,황금영업소,아몬드
2021-11-07,72.3125,황금영업소,아몬드
2021-11-14,43.90625,황금영업소,아몬드
2021-11-21,24.796875,황금영업소,아몬드
2021-11-28,37.53125,황금영업소,아몬드
2021-12-05,30.015625,황금영업소,아몬드
2021-12-12,6.28125,황금영업소,아몬드
2021-12-19,18.90625,황금영업소,아몬드
2021-12-26,20.078125,황금영업소,아몬드
2022-01-02,6.3984375,황금영업소,아몬드
2022-01-09,72.3125,황금영업소,아몬드
2022-01-16,36.15625,황금영업소,아몬드
2022-01-23,14.5234375,황금영업소,아몬드
2022-01-30,24.515625,황금영업소,아몬드
2022-02-06,27.5,황금영업소,아몬드
2022-02-13,72.3125,황금영업소,아몬드
2022-02-20,72.3125,황금영업소,아몬드
2022-02-27,59.9375,황금영업소,아몬드
2022-03-06,16.8125,황금영업소,아몬드
2022-03-13,19.421875,황금영업소,아몬드
2022-03-20,29.296875,황금영업소,아몬드
2022-03-27,40.34375,황금영업소,아몬드
2022-04-03,13.1171875,황금영업소,아몬드
2022-04-10,35.25,황금영업소,아몬드
2022-04-17,37.9375,황금영업소,아몬드
2022-04-24,15.0234375,황금영업소,아몬드
2022-05-01,23.28125,황금영업소,아몬드
2022-05-08,30.5,황금영업소,아몬드
2022-05-15,26.25,황금영업소,아몬드
2022-05-22,19.953125,황금영업소,아몬드
2022-05-29,13.8984375,황금영업소,아몬드
2022-06-05,7.1796875,황금영업소,아몬드
2022-06-12,13.25,황금영업소,아몬드
2022-06-19,16.203125,황금영업소,아몬드
2022-06-26,16.84375,황금영업소,아몬드
2022-07-03,13.71875,황금영업소,아몬드
2022-07-10,18.484375,황금영업소,아몬드
2022-07-17,14.546875,황금영업소,아몬드
2022-07-24,12.75,황금영업소,아몬드
2022-07-31,24.203125,황금영업소,아몬드
2022-08-07,14.796875,황금영업소,아몬드
2022-08-14,11.0,황금영업소,아몬드
2022-08-21,20.703125,황금영업소,아몬드
2022-08-28,12.0234375,황금영업소,아몬드
2022-09-04,35.4375,황금영업소,아몬드
2022-09-11,25.09375,황금영업소,아몬드
2022-09-18,18.703125,황금영업소,아몬드
2022-09-25,14.0,황금영업소,아몬드
2022-10-02,26.28125,황금영업소,아몬드
2022-10-09,30.984375,황금영업소,아몬드
2022-10-16,26.0,황금영업소,아몬드
2022-10-23,27.0,황금영업소,아몬드
2022-10-30,19.25,황금영업소,아몬드
2022-11-06,36.25,황금영업소,아몬드
2022-11-13,16.75,황금영업소,아몬드
2022-11-20,17.921875,황금영업소,아몬드
2022-11-27,15.25,황금영업소,아몬드
2022-12-04,26.421875,황금영업소,아몬드
2022-12-11,24.0,황금영업소,아몬드
2022-12-18,22.59375,황금영업소,아몬드
2022-12-25,20.75,황금영업소,아몬드
2023-01-01,28.63443946838379,황금영업소,아몬드
2023-01-08,31.5,황금영업소,아몬드
2023-01-15,28.0,황금영업소,아몬드
2023-01-22,27.75,황금영업소,아몬드
2020-03-22,18.38837432861328,황금영업소,허쉬키세스
2020-03-29,5.69921875,황금영업소,허쉬키세스
2020-04-05,18.390625,황금영업소,허쉬키세스
2020-04-12,18.38837432861328,황금영업소,허쉬키세스
2020-04-19,18.390625,황금영업소,허쉬키세스
2020-04-26,18.38837432861328,황금영업소,허쉬키세스
2020-05-03,18.38837432861328,황금영업소,허쉬키세스
2020-05-10,18.38837432861328,황금영업소,허쉬키세스
2020-05-17,18.38837432861328,황금영업소,허쉬키세스
2020-05-24,18.38837432861328,황금영업소,허쉬키세스
2020-05-31,18.38837432861328,황금영업소,허쉬키세스
2020-06-07,18.38837432861328,황금영업소,허쉬키세스
2020-06-14,18.390625,황금영업소,허쉬키세스
2020-06-21,18.38837432861328,황금영업소,허쉬키세스
2020-06-28,18.38837432861328,황금영업소,허쉬키세스
2020-07-05,18.38837432861328,황금영업소,허쉬키세스
2020-07-12,18.38837432861328,황금영업소,허쉬키세스
2020-07-19,18.38837432861328,황금영업소,허쉬키세스
2020-07-26,18.38837432861328,황금영업소,허쉬키세스
2020-08-02,18.38837432861328,황금영업소,허쉬키세스
2020-08-09,18.390625,황금영업소,허쉬키세스
2020-08-16,18.38837432861328,황금영업소,허쉬키세스
2020-08-23,18.38837432861328,황금영업소,허쉬키세스
2020-08-30,18.38837432861328,황금영업소,허쉬키세스
2020-09-06,18.38837432861328,황금영업소,허쉬키세스
2020-09-13,76.4375,황금영업소,허쉬키세스
2020-09-20,62.3125,황금영업소,허쉬키세스
2020-09-27,76.4375,황금영업소,허쉬키세스
2020-10-04,14.5,황금영업소,허쉬키세스
2020-10-11,76.4375,황금영업소,허쉬키세스
2020-10-18,29.5,황금영업소,허쉬키세스
2020-10-25,34.40625,황금영업소,허쉬키세스
2020-11-01,21.09375,황금영업소,허쉬키세스
2020-11-08,45.40625,황금영업소,허쉬키세스
2020-11-15,33.1875,황금영업소,허쉬키세스
2020-11-22,76.4375,황금영업소,허쉬키세스
2020-11-29,12.5,황금영업소,허쉬키세스
2020-12-06,44.1875,황금영업소,허쉬키세스
2020-12-13,19.90625,황금영업소,허쉬키세스
2020-12-20,26.5,황금영업소,허쉬키세스
2020-12-27,44.90625,황금영업소,허쉬키세스
2021-01-03,37.09375,황금영업소,허쉬키세스
2021-01-10,53.6875,황금영업소,허쉬키세스
2021-01-17,38.0,황금영업소,허쉬키세스
2021-01-24,49.40625,황금영업소,허쉬키세스
2021-01-31,66.1875,황금영업소,허쉬키세스
2021-02-07,76.4375,황금영업소,허쉬키세스
2021-02-14,73.875,황금영업소,허쉬키세스
2021-02-21,69.0,황금영업소,허쉬키세스
2021-02-28,35.5,황금영업소,허쉬키세스
2021-03-07,29.203125,황금영업소,허쉬키세스
2021-03-14,28.5,황금영업소,허쉬키세스
2021-03-21,26.5,황금영업소,허쉬키세스
2021-03-28,21.796875,황금영업소,허쉬키세스
2021-04-04,14.8984375,황금영업소,허쉬키세스
2021-04-11,12.296875,황금영업소,허쉬키세스
2021-04-18,29.703125,황금영업소,허쉬키세스
2021-04-25,18.38837432861328,황금영업소,허쉬키세스
2021-05-02,21.40625,황금영업소,허쉬키세스
2021-05-09,34.90625,황금영업소,허쉬키세스
2021-05-16,10.296875,황금영업소,허쉬키세스
2021-05-23,5.3984375,황금영업소,허쉬키세스
2021-05-30,9.6015625,황금영업소,허쉬키세스
2021-06-06,18.38837432861328,황금영업소,허쉬키세스
2021-06-13,18.390625,황금영업소,허쉬키세스
2021-06-20,18.38837432861328,황금영업소,허쉬키세스
2021-06-27,23.59375,황금영업소,허쉬키세스
2021-07-04,10.0,황금영업소,허쉬키세스
2021-07-11,18.38837432861328,황금영업소,허쉬키세스
2021-07-18,18.38837432861328,황금영업소,허쉬키세스
2021-07-25,18.38837432861328,황금영업소,허쉬키세스
2021-08-01,18.38837432861328,황금영업소,허쉬키세스
2021-08-08,12.296875,황금영업소,허쉬키세스
2021-08-15,18.38837432861328,황금영업소,허쉬키세스
2021-08-22,18.38837432861328,황금영업소,허쉬키세스
2021-08-29,18.38837432861328,황금영업소,허쉬키세스
2021-09-05,14.6015625,황금영업소,허쉬키세스
2021-09-12,34.3125,황금영업소,허쉬키세스
2021-09-19,76.4375,황금영업소,허쉬키세스
2021-09-26,48.09375,황금영업소,허쉬키세스
2021-10-03,26.5,황금영업소,허쉬키세스
2021-10-10,76.4375,황금영업소,허쉬키세스
2021-10-17,72.5,황금영업소,허쉬키세스
2021-10-24,24.796875,황금영업소,허쉬키세스
2021-10-31,76.4375,황금영업소,허쉬키세스
2021-11-07,7.3984375,황금영업소,허쉬키세스
2021-11-14,61.09375,황금영업소,허쉬키세스
2021-11-21,33.59375,황금영업소,허쉬키세스
2021-11-28,76.4375,황금영업소,허쉬키세스
2021-12-05,18.38837432861328,황금영업소,허쉬키세스
2021-12-12,18.38837432861328,황금영업소,허쉬키세스
2021-12-19,18.38837432861328,황금영업소,허쉬키세스
2021-12-26,18.38837432861328,황금영업소,허쉬키세스
2022-01-02,9.796875,황금영업소,허쉬키세스
2022-01-09,8.796875,황금영업소,허쉬키세스
2022-01-16,5.69921875,황금영업소,허쉬키세스
2022-01-23,18.38837432861328,황금영업소,허쉬키세스
2022-01-30,12.703125,황금영업소,허쉬키세스
2022-02-06,8.0,황금영업소,허쉬키세스
2022-02-13,53.40625,황금영업소,허쉬키세스
2022-02-20,33.3125,황금영업소,허쉬키세스
2022-02-27,25.703125,황금영업소,허쉬키세스
2022-03-06,15.796875,황금영업소,허쉬키세스
2022-03-13,10.8984375,황금영업소,허쉬키세스
2022-03-20,14.6015625,황금영업소,허쉬키세스
2022-03-27,15.0,황금영업소,허쉬키세스
2022-04-03,18.38837432861328,황금영업소,허쉬키세스
2022-04-10,18.38837432861328,황금영업소,허쉬키세스
2022-04-17,13.0,황금영업소,허쉬키세스
2022-04-24,22.5,황금영업소,허쉬키세스
2022-05-01,10.796875,황금영업소,허쉬키세스
2022-05-08,18.38837432861328,황금영업소,허쉬키세스
2022-05-15,18.38837432861328,황금영업소,허쉬키세스
2022-05-22,18.38837432861328,황금영업소,허쉬키세스
2022-05-29,18.38837432861328,황금영업소,허쉬키세스
2022-06-05,18.38837432861328,황금영업소,허쉬키세스
2022-06-12,18.38837432861328,황금영업소,허쉬키세스
2022-06-19,18.390625,황금영업소,허쉬키세스
2022-06-26,18.390625,황금영업소,허쉬키세스
2022-07-03,18.38837432861328,황금영업소,허쉬키세스
2022-07-10,6.1015625,황금영업소,허쉬키세스
2022-07-17,6.0,황금영업소,허쉬키세스
2022-07-24,18.38837432861328,황금영업소,허쉬키세스
2022-07-31,18.390625,황금영업소,허쉬키세스
2022-08-07,18.38837432861328,황금영업소,허쉬키세스
2022-08-14,18.390625,황금영업소,허쉬키세스
2022-08-21,19.0,황금영업소,허쉬키세스
2022-08-28,18.38837432861328,황금영업소,허쉬키세스
2022-09-04,9.8984375,황금영업소,허쉬키세스
2022-09-11,18.38837432861328,황금영업소,허쉬키세스
2022-09-18,18.38837432861328,황금영업소,허쉬키세스
2022-09-25,12.703125,황금영업소,허쉬키세스
2022-10-02,12.796875,황금영업소,허쉬키세스
2022-10-09,18.38837432861328,황금영업소,허쉬키세스
2022-10-16,8.796875,황금영업소,허쉬키세스
2022-10-23,5.8984375,황금영업소,허쉬키세스
2022-10-30,18.38837432861328,황금영업소,허쉬키세스
2022-11-06,14.0,황금영업소,허쉬키세스
2022-11-13,18.390625,황금영업소,허쉬키세스
2022-11-20,36.0,황금영업소,허쉬키세스
2022-11-27,20.703125,황금영업소,허쉬키세스
2022-12-04,10.796875,황금영업소,허쉬키세스
2022-12-11,12.296875,황금영업소,허쉬키세스
2022-12-18,18.90625,황금영업소,허쉬키세스
2022-12-25,11.796875,황금영업소,허쉬키세스
2023-01-01,18.38837432861328,황금영업소,허쉬키세스
2023-01-08,8.0,황금영업소,허쉬키세스
2023-01-15,5.69921875,황금영업소,허쉬키세스
2023-01-22,10.0,황금영업소,허쉬키세스
2020-03-22,11.0,황금영업소,허쉬 스낵사이즈
2020-03-29,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-04-05,9.296875,황금영업소,허쉬 스낵사이즈
2020-04-12,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-04-19,9.296875,황금영업소,허쉬 스낵사이즈
2020-04-26,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-05-03,9.296875,황금영업소,허쉬 스낵사이즈
2020-05-10,9.296875,황금영업소,허쉬 스낵사이즈
2020-05-17,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-05-24,15.203125,황금영업소,허쉬 스낵사이즈
2020-05-31,35.875,황금영업소,허쉬 스낵사이즈
2020-06-07,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-06-14,9.296875,황금영업소,허쉬 스낵사이즈
2020-06-21,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-06-28,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-07-05,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-07-12,9.296875,황금영업소,허쉬 스낵사이즈
2020-07-19,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-07-26,9.296875,황금영업소,허쉬 스낵사이즈
2020-08-02,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-08-09,9.296875,황금영업소,허쉬 스낵사이즈
2020-08-16,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-08-23,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-08-30,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-09-06,35.875,황금영업소,허쉬 스낵사이즈
2020-09-13,35.6875,황금영업소,허쉬 스낵사이즈
2020-09-20,15.0,황금영업소,허쉬 스낵사이즈
2020-09-27,19.203125,황금영업소,허쉬 스낵사이즈
2020-10-04,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-10-11,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-10-18,7.1015625,황금영업소,허쉬 스낵사이즈
2020-10-25,8.703125,황금영업소,허쉬 스낵사이즈
2020-11-01,14.796875,황금영업소,허쉬 스낵사이즈
2020-11-08,13.6015625,황금영업소,허쉬 스낵사이즈
2020-11-15,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-11-22,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-11-29,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-12-06,27.5,황금영업소,허쉬 스낵사이즈
2020-12-13,26.90625,황금영업소,허쉬 스낵사이즈
2020-12-20,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-12-27,25.90625,황금영업소,허쉬 스낵사이즈
2021-01-03,9.296875,황금영업소,허쉬 스낵사이즈
2021-01-10,35.875,황금영업소,허쉬 스낵사이즈
2021-01-17,35.875,황금영업소,허쉬 스낵사이즈
2021-01-24,15.5,황금영업소,허쉬 스낵사이즈
2021-01-31,35.875,황금영업소,허쉬 스낵사이즈
2021-02-07,35.875,황금영업소,허쉬 스낵사이즈
2021-02-14,31.703125,황금영업소,허쉬 스낵사이즈
2021-02-21,10.0,황금영업소,허쉬 스낵사이즈
2021-02-28,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-03-07,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-03-14,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-03-21,16.0,황금영업소,허쉬 스낵사이즈
2021-03-28,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-04-04,35.875,황금영업소,허쉬 스낵사이즈
2021-04-11,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-04-18,31.0,황금영업소,허쉬 스낵사이즈
2021-04-25,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-05-02,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-05-09,11.8984375,황금영업소,허쉬 스낵사이즈
2021-05-16,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-05-23,10.6015625,황금영업소,허쉬 스낵사이즈
2021-05-30,8.703125,황금영업소,허쉬 스낵사이즈
2021-06-06,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-06-13,7.69921875,황금영업소,허쉬 스낵사이즈
2021-06-20,11.3984375,황금영업소,허쉬 스낵사이즈
2021-06-27,9.296875,황금영업소,허쉬 스낵사이즈
2021-07-04,12.8984375,황금영업소,허쉬 스낵사이즈
2021-07-11,7.0,황금영업소,허쉬 스낵사이즈
2021-07-18,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-07-25,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-08-01,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-08-08,16.90625,황금영업소,허쉬 스낵사이즈
2021-08-15,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-08-22,9.296875,황금영업소,허쉬 스낵사이즈
2021-08-29,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-09-05,35.875,황금영업소,허쉬 스낵사이즈
2021-09-12,18.703125,황금영업소,허쉬 스낵사이즈
2021-09-19,18.703125,황금영업소,허쉬 스낵사이즈
2021-09-26,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-10-03,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-10-10,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-10-17,30.5,황금영업소,허쉬 스낵사이즈
2021-10-24,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-10-31,16.203125,황금영업소,허쉬 스낵사이즈
2021-11-07,35.875,황금영업소,허쉬 스낵사이즈
2021-11-14,17.5,황금영업소,허쉬 스낵사이즈
2021-11-21,30.09375,황금영업소,허쉬 스낵사이즈
2021-11-28,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-12-05,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-12-12,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-12-19,9.296422958374023,황금영업소,허쉬 스낵사이즈
2021-12-26,12.8984375,황금영업소,허쉬 스낵사이즈
2022-01-02,9.296875,황금영업소,허쉬 스낵사이즈
2022-01-09,9.8984375,황금영업소,허쉬 스낵사이즈
2022-01-16,10.1015625,황금영업소,허쉬 스낵사이즈
2022-01-23,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-01-30,5.8984375,황금영업소,허쉬 스낵사이즈
2022-02-06,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-02-13,11.703125,황금영업소,허쉬 스낵사이즈
2022-02-20,15.203125,황금영업소,허쉬 스낵사이즈
2022-02-27,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-03-06,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-03-13,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-03-20,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-03-27,9.296875,황금영업소,허쉬 스낵사이즈
2022-04-03,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-04-10,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-04-17,10.5,황금영업소,허쉬 스낵사이즈
2022-04-24,8.6015625,황금영업소,허쉬 스낵사이즈
2022-05-01,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-05-08,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-05-15,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-05-22,9.703125,황금영업소,허쉬 스낵사이즈
2022-05-29,6.0,황금영업소,허쉬 스낵사이즈
2022-06-05,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-06-12,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-06-19,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-06-26,9.296875,황금영업소,허쉬 스낵사이즈
2022-07-03,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-07-10,7.5,황금영업소,허쉬 스낵사이즈
2022-07-17,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-07-24,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-07-31,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-08-07,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-08-14,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-08-21,16.0,황금영업소,허쉬 스낵사이즈
2022-08-28,19.5,황금영업소,허쉬 스낵사이즈
2022-09-04,8.0,황금영업소,허쉬 스낵사이즈
2022-09-11,12.0,황금영업소,허쉬 스낵사이즈
2022-09-18,7.0,황금영업소,허쉬 스낵사이즈
2022-09-25,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-10-02,7.69921875,황금영업소,허쉬 스낵사이즈
2022-10-09,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-10-16,13.1015625,황금영업소,허쉬 스낵사이즈
2022-10-23,16.0,황금영업소,허쉬 스낵사이즈
2022-10-30,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-11-06,16.0,황금영업소,허쉬 스낵사이즈
2022-11-13,14.0,황금영업소,허쉬 스낵사이즈
2022-11-20,6.8984375,황금영업소,허쉬 스낵사이즈
2022-11-27,9.296422958374023,황금영업소,허쉬 스낵사이즈
2022-12-04,8.0,황금영업소,허쉬 스낵사이즈
2022-12-11,10.796875,황금영업소,허쉬 스낵사이즈
2022-12-18,10.0,황금영업소,허쉬 스낵사이즈
2022-12-25,16.59375,황금영업소,허쉬 스낵사이즈
2023-01-01,9.296422958374023,황금영업소,허쉬 스낵사이즈
2023-01-08,13.8984375,황금영업소,허쉬 스낵사이즈
2023-01-15,14.0,황금영업소,허쉬 스낵사이즈
2023-01-22,9.296422958374023,황금영업소,허쉬 스낵사이즈
2020-03-22,24.296875,황금영업소,드림카카오
2020-03-29,7.75,황금영업소,드림카카오
2020-04-05,11.8828125,황금영업소,드림카카오
2020-04-12,20.328125,황금영업소,드림카카오
2020-04-19,12.7109375,황금영업소,드림카카오
2020-04-26,19.808536529541016,황금영업소,드림카카오
2020-05-03,15.671875,황금영업소,드림카카오
2020-05-10,16.578125,황금영업소,드림카카오
2020-05-17,21.921875,황금영업소,드림카카오
2020-05-24,26.953125,황금영업소,드림카카오
2020-05-31,20.0,황금영업소,드림카카오
2020-06-07,40.96875,황금영업소,드림카카오
2020-06-14,18.046875,황금영업소,드림카카오
2020-06-21,47.40625,황금영업소,드림카카오
2020-06-28,45.34375,황금영업소,드림카카오
2020-07-05,43.25,황금영업소,드림카카오
2020-07-12,18.75,황금영업소,드림카카오
2020-07-19,19.808536529541016,황금영업소,드림카카오
2020-07-26,11.6171875,황금영업소,드림카카오
2020-08-02,19.808536529541016,황금영업소,드림카카오
2020-08-09,27.421875,황금영업소,드림카카오
2020-08-16,35.0,황금영업소,드림카카오
2020-08-23,8.5390625,황금영업소,드림카카오
2020-08-30,8.25,황금영업소,드림카카오
2020-09-06,25.578125,황금영업소,드림카카오
2020-09-13,43.59375,황금영업소,드림카카오
2020-09-20,25.375,황금영업소,드림카카오
2020-09-27,19.808536529541016,황금영업소,드림카카오
2020-10-04,10.7109375,황금영업소,드림카카오
2020-10-11,46.71875,황금영업소,드림카카오
2020-10-18,18.671875,황금영업소,드림카카오
2020-10-25,47.25,황금영업소,드림카카오
2020-11-01,18.046875,황금영업소,드림카카오
2020-11-08,44.65625,황금영업소,드림카카오
2020-11-15,41.40625,황금영업소,드림카카오
2020-11-22,47.40625,황금영업소,드림카카오
2020-11-29,47.40625,황금영업소,드림카카오
2020-12-06,27.953125,황금영업소,드림카카오
2020-12-13,47.40625,황금영업소,드림카카오
2020-12-20,24.578125,황금영업소,드림카카오
2020-12-27,20.078125,황금영업소,드림카카오
2021-01-03,16.65625,황금영업소,드림카카오
2021-01-10,17.875,황금영업소,드림카카오
2021-01-17,24.296875,황금영업소,드림카카오
2021-01-24,19.808536529541016,황금영업소,드림카카오
2021-01-31,12.1171875,황금영업소,드림카카오
2021-02-07,46.78125,황금영업소,드림카카오
2021-02-14,11.921875,황금영업소,드림카카오
2021-02-21,40.375,황금영업소,드림카카오
2021-02-28,28.25,황금영업소,드림카카오
2021-03-07,31.828125,황금영업소,드림카카오
2021-03-14,22.171875,황금영업소,드림카카오
2021-03-21,36.78125,황금영업소,드림카카오
2021-03-28,17.578125,황금영업소,드림카카오
2021-04-04,21.578125,황금영업소,드림카카오
2021-04-11,18.578125,황금영업소,드림카카오
2021-04-18,18.375,황금영업소,드림카카오
2021-04-25,7.828125,황금영업소,드림카카오
2021-05-02,6.2890625,황금영업소,드림카카오
2021-05-09,18.171875,황금영업소,드림카카오
2021-05-16,19.171875,황금영업소,드림카카오
2021-05-23,30.828125,황금영업소,드림카카오
2021-05-30,21.375,황금영업소,드림카카오
2021-06-06,27.0,황금영업소,드림카카오
2021-06-13,9.828125,황금영업소,드림카카오
2021-06-20,13.6171875,황금영업소,드림카카오
2021-06-27,20.375,황금영업소,드림카카오
2021-07-04,24.5,황금영업소,드림카카오
2021-07-11,18.046875,황금영업소,드림카카오
2021-07-18,6.7109375,황금영업소,드림카카오
2021-07-25,12.25,황금영업소,드림카카오
2021-08-01,16.671875,황금영업소,드림카카오
2021-08-08,19.125,황금영업소,드림카카오
2021-08-15,21.078125,황금영업소,드림카카오
2021-08-22,19.078125,황금영업소,드림카카오
2021-08-29,21.875,황금영업소,드림카카오
2021-09-05,23.171875,황금영업소,드림카카오
2021-09-12,26.828125,황금영업소,드림카카오
2021-09-19,27.828125,황금영업소,드림카카오
2021-09-26,12.5,황금영업소,드림카카오
2021-10-03,9.5390625,황금영업소,드림카카오
2021-10-10,23.5,황금영업소,드림카카오
2021-10-17,30.703125,황금영업소,드림카카오
2021-10-24,47.40625,황금영업소,드림카카오
2021-10-31,17.828125,황금영업소,드림카카오
2021-11-07,20.328125,황금영업소,드림카카오
2021-11-14,19.953125,황금영업소,드림카카오
2021-11-21,32.65625,황금영업소,드림카카오
2021-11-28,47.40625,황금영업소,드림카카오
2021-12-05,19.808536529541016,황금영업소,드림카카오
2021-12-12,19.808536529541016,황금영업소,드림카카오
2021-12-19,19.808536529541016,황금영업소,드림카카오
2021-12-26,19.25,황금영업소,드림카카오
2022-01-02,6.12109375,황금영업소,드림카카오
2022-01-09,19.808536529541016,황금영업소,드림카카오
2022-01-16,11.328125,황금영업소,드림카카오
2022-01-23,19.808536529541016,황금영업소,드림카카오
2022-01-30,18.65625,황금영업소,드림카카오
2022-02-06,8.421875,황금영업소,드림카카오
2022-02-13,23.84375,황금영업소,드림카카오
2022-02-20,13.2109375,황금영업소,드림카카오
2022-02-27,19.808536529541016,황금영업소,드림카카오
2022-03-06,12.578125,황금영업소,드림카카오
2022-03-13,27.796875,황금영업소,드림카카오
2022-03-20,21.171875,황금영업소,드림카카오
2022-03-27,14.4609375,황금영업소,드림카카오
2022-04-03,12.7109375,황금영업소,드림카카오
2022-04-10,33.65625,황금영업소,드림카카오
2022-04-17,23.421875,황금영업소,드림카카오
2022-04-24,33.03125,황금영업소,드림카카오
2022-05-01,12.7890625,황금영업소,드림카카오
2022-05-08,22.453125,황금영업소,드림카카오
2022-05-15,17.625,황금영업소,드림카카오
